stem_path,match_key,score,tags
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Want to Want Me_(Instrumental).flac,want to want me,1.000,euphoric-melody; vocal-magic; mainstream-crossover; instant-impact; crowd-pleaser; vocal-prominent; pop-sophisticated; beatmatched-friendly; mashup-ready; peak-time; lifts-mood; crisp-digital; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Warm_(Vocals).flac,warm,1.000,nostalgic-hit; textural-beauty; instrumental; lo-fi; flowing; electronic-ambient; layer-friendly; transition-tool; indie-cred; non-danceable-standalone; dream-logic; retro-modern
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Warm_(Instrumental).flac,warm,1.000,nostalgic-hit; textural-beauty; instrumental; lo-fi; flowing; electronic-ambient; layer-friendly; transition-tool; indie-cred; non-danceable-standalone; dream-logic; retro-modern
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Water Curses_(Vocals).flac,water curses,1.000,rock-indie; experimental; energy-weaver; genre-crossover; texture-add; textural-beauty; indie-cred; intricate; mood-shifter; tempo-flexible; atmospheric-wash
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Water Curses_(Instrumental).flac,water curses,1.000,rock-indie; experimental; energy-weaver; genre-crossover; texture-add; textural-beauty; indie-cred; intricate; mood-shifter; tempo-flexible; atmospheric-wash
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Waterfall_(Vocals).flac,waterfall (tokimonsta ),0.575,electronic-dance; euphoric-melody; vocal-prominent; rhythmic-foundation; retro-modern; instant-dancefloor; peak-time; instant-impact; breakdown-rich; beatmatched-friendly; punchy-dynamics; mainstream-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Waterfall_(Instrumental).flac,waterfall (tokimonsta ),0.575,electronic-dance; euphoric-melody; vocal-prominent; rhythmic-foundation; retro-modern; instant-dancefloor; peak-time; instant-impact; breakdown-rich; beatmatched-friendly; punchy-dynamics; mainstream-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Waterfalls_(Vocals).flac,waterfalls,1.000,nostalgic-hit; emotional-depth; vocal-magic; timeless-classic; sing-along-potential; slow-burn; warm-analog; anchor-track; breakdown-rich; head-nodder; sophisticated-groove; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Waterfalls_(Instrumental).flac,waterfalls,1.000,nostalgic-hit; emotional-depth; vocal-magic; timeless-classic; sing-along-potential; slow-burn; warm-analog; anchor-track; breakdown-rich; head-nodder; sophisticated-groove; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Watermelon In Easter Hay_(Vocals).flac,watermelon in easter hay,1.000,psychedelic-journey; emotional-depth; instrumental; sophisticated-groove; mind-expanding; experimental; intricate; timeless-classic; emotional-rollercoaster; rock-psychedelic; non-danceable-standalone; deep
/Volumes/T7 Shield/3000AD/alldj_stem_separated/waves_(Vocals).flac,waves (tame impala ),0.460,textural-beauty; sophisticated-groove; vocal-prominent; retro-modern; bridge-element; warm-analog; layer-friendly; sustainer; energy-bridge; lush; flowing; genre-crossover; remix; emotional-depth; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Watermelon In Easter Hay_(Instrumental).flac,watermelon in easter hay,1.000,psychedelic-journey; emotional-depth; instrumental; sophisticated-groove; mind-expanding; experimental; intricate; timeless-classic; emotional-rollercoaster; rock-psychedelic; non-danceable-standalone; deep
/Volumes/T7 Shield/3000AD/alldj_stem_separated/waves_(Instrumental).flac,waves (tame impala ),0.460,textural-beauty; sophisticated-groove; vocal-prominent; retro-modern; bridge-element; warm-analog; layer-friendly; sustainer; energy-bridge; lush; flowing; genre-crossover; remix; emotional-depth; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We Are Young_(Vocals).flac,we are young (,0.919,pop-sophisticated; euphoric-melody; nostalgic-hit; vocal-magic; emotional-crescendo; instant-impact; sing-along-potential; crowd-pleaser; millennial-comfort; mashup-ready; punchy-dynamics; contemporary-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We Are Young_(Instrumental).flac,we are young (,0.919,pop-sophisticated; euphoric-melody; nostalgic-hit; vocal-magic; emotional-crescendo; instant-impact; sing-along-potential; crowd-pleaser; millennial-comfort; mashup-ready; punchy-dynamics; contemporary-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We Built This City_(Vocals).flac,we built this city,1.000,nostalgic-hit; vocal-prominent; boomer-classic; timeless-classic; mainstream-crossover; generational-bridge; sing-along-potential; instant-impact; crowd-pleaser; anchor-track; fade-outro; peak-time
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We Built This City_(Instrumental).flac,we built this city,1.000,nostalgic-hit; vocal-prominent; boomer-classic; timeless-classic; mainstream-crossover; generational-bridge; sing-along-potential; instant-impact; crowd-pleaser; anchor-track; fade-outro; peak-time
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We The People_(Vocals).flac,we the people,1.150,hip-hop-conscious; vocal-prominent; retro-modern; generational-bridge; sophisticated-groove; short-intro; beatmatched-friendly; adds-depth; cultural-moment; crowd-pleaser; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We Have All the Time in the World_(Vocals).flac,we have all the time in the world,1.000,emotional-depth; nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; slow-burn; comedown; transition-tool; layer-friendly; warm-analog; adds-depth; non-danceable-standalone; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We Have All the Time in the World_(Instrumental).flac,we have all the time in the world,1.000,emotional-depth; nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; slow-burn; comedown; transition-tool; layer-friendly; warm-analog; adds-depth; non-danceable-standalone; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/We The People_(Instrumental).flac,we the people,1.150,hip-hop-conscious; vocal-prominent; retro-modern; generational-bridge; sophisticated-groove; short-intro; beatmatched-friendly; adds-depth; cultural-moment; crowd-pleaser; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wede Harer Guzo_(Vocals).flac,wede harer guzo,1.000,world-fusion; rhythmic-hypnosis; sophisticated-groove; instrumental; warm-analog; hypnotic-builder; slow-burn-dance; drum-bass-layer; cultural-bridge; vintage-revival; body-mover; set-opener
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wede Harer Guzo_(Instrumental).flac,wede harer guzo,1.000,world-fusion; rhythmic-hypnosis; sophisticated-groove; instrumental; warm-analog; hypnotic-builder; slow-burn-dance; drum-bass-layer; cultural-bridge; vintage-revival; body-mover; set-opener
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Weekend Wars_(Vocals).flac,weekend wars ( ),0.793,rock-indie; retro-modern; nostalgic-hit; textural-beauty; harmonic-surprise; slow-burn; bridge-element; vocal-prominent; warm-analog; adds-depth; indie-cred; breakdown-rich; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Weekend Wars_(Instrumental).flac,weekend wars ( ),0.793,rock-indie; retro-modern; nostalgic-hit; textural-beauty; harmonic-surprise; slow-burn; bridge-element; vocal-prominent; warm-analog; adds-depth; indie-cred; breakdown-rich; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Weird Fishes_(Vocals).flac,weird fishes,1.000,emotional-depth; vocal-magic; harmonic-surprise; slow-burn; warm-analog; genre-crossover; anchor-track; intricate; adds-depth; head-nodder; breakdown-rich; retro-modern
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Weird Fishes_(Instrumental).flac,weird fishes,1.000,emotional-depth; vocal-magic; harmonic-surprise; slow-burn; warm-analog; genre-crossover; anchor-track; intricate; adds-depth; head-nodder; breakdown-rich; retro-modern
/Volumes/T7 Shield/3000AD/alldj_stem_separated/West End Girls_(Vocals).flac,west end girls ( ),0.860,nostalgic-hit; emotional-depth; sophisticated-groove; vocal-magic; timeless-classic; slow-burn; head-nodder; layer-friendly; warm-analog; anchor-track; breakdown-rich; remaster
/Volumes/T7 Shield/3000AD/alldj_stem_separated/West End Girls_(Instrumental).flac,west end girls ( ),0.860,nostalgic-hit; emotional-depth; sophisticated-groove; vocal-magic; timeless-classic; slow-burn; head-nodder; layer-friendly; warm-analog; anchor-track; breakdown-rich; remaster
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Westbound Train_(Vocals).flac,westbound train,1.000,world-fusion; nostalgic-hit; rhythmic-hypnosis; sophisticated-groove; instrumental; vintage-revival; maintains-vibe; warm-analog; layer-friendly; rhythmic-foundation; slow-burn; energy-sustainer; warm-up; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Westbound Train_(Instrumental).flac,westbound train,1.000,world-fusion; nostalgic-hit; rhythmic-hypnosis; sophisticated-groove; instrumental; vintage-revival; maintains-vibe; warm-analog; layer-friendly; rhythmic-foundation; slow-burn; energy-sustainer; warm-up; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What a Fool Believes_(Vocals).flac,what a fool believes,1.000,nostalgic-hit; harmonic-surprise; vocal-magic; sophisticated-groove; timeless-classic; lifts-mood; sustainer; warm-up; vocal-prominent; harmony-rich; bridge-element; pop-sophisticated
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What A Difference A Day Made_(Vocals).flac,what a difference a day made,1.000,nostalgic-hit; emotional-depth; vocal-magic; sophisticated-groove; timeless-classic; boomer-classic; lifts-mood; cool-down; warm-analog; bridge-element; jazz-influenced; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What A Difference A Day Made_(Instrumental).flac,what a difference a day made,1.000,nostalgic-hit; emotional-depth; vocal-magic; sophisticated-groove; timeless-classic; boomer-classic; lifts-mood; cool-down; warm-analog; bridge-element; jazz-influenced; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What a Fool Believes_(Instrumental).flac,what a fool believes,1.000,nostalgic-hit; harmonic-surprise; vocal-magic; sophisticated-groove; timeless-classic; lifts-mood; sustainer; warm-up; vocal-prominent; harmony-rich; bridge-element; pop-sophisticated
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What A Wonderful World_(Vocals).flac,what a wonderful world,1.000,timeless-classic; nostalgic-hit; vocal-magic; emotional-depth; lifts-mood; boomer-classic; warm-analog; sunrise; cool-down; palate-cleanser; non-danceable-standalone; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What I Want_(Vocals).flac,what i want,1.000,electronic-dance; body-mover; instant-impact; rhythmic-foundation; vocal-chopped; punchy-dynamics; crowd-pleaser; energy-injector; loop-gold; breakdown-rich; beatmatched-friendly; peak-time; contemporary-classic; driving; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What A Wonderful World_(Instrumental).flac,what a wonderful world,1.000,timeless-classic; nostalgic-hit; vocal-magic; emotional-depth; lifts-mood; boomer-classic; warm-analog; sunrise; cool-down; palate-cleanser; non-danceable-standalone; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What I Want_(Instrumental).flac,what i want,1.000,electronic-dance; body-mover; instant-impact; rhythmic-foundation; vocal-chopped; punchy-dynamics; crowd-pleaser; energy-injector; loop-gold; breakdown-rich; beatmatched-friendly; peak-time; contemporary-classic; driving; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What If I Go_(Vocals).flac,what if i go,1.150,electronic-dance; euphoric-melody; vocal-prominent; genre-crossover; lifts-mood; instant-impact; melodic-overlay; layer-friendly; crisp-digital; gen-z-nostalgia; short-intro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What If I Go_(Instrumental).flac,what if i go,1.150,electronic-dance; euphoric-melody; vocal-prominent; genre-crossover; lifts-mood; instant-impact; melodic-overlay; layer-friendly; crisp-digital; gen-z-nostalgia; short-intro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What's Up_(Vocals).flac,what s up,1.150,nostalgic-hit; emotional-depth; vocal-magic; rock-indie; timeless-classic; sing-along-potential; generational-bridge; crowd-pleaser; warm-analog; layer-friendly; provides-release; energy-bridge; instant-impact; cultural-moment
/Volumes/T7 Shield/3000AD/alldj_stem_separated/What's Up_(Instrumental).flac,what s up,1.150,nostalgic-hit; emotional-depth; vocal-magic; rock-indie; timeless-classic; sing-along-potential; generational-bridge; crowd-pleaser; warm-analog; layer-friendly; provides-release; energy-bridge; instant-impact; cultural-moment
/Volumes/T7 Shield/3000AD/alldj_stem_separated/When A Fire Starts To Burn_(Vocals).flac,when a fire starts to burn,1.000,rhythmic-hypnosis; sophisticated-groove; rhythmic-foundation; spoken-word; contemporary-classic; instant-impact; peak-time; loop-gold; punchy-dynamics; electronic-dance; instant-dancefloor; energy-injector
/Volumes/T7 Shield/3000AD/alldj_stem_separated/When I Was Done Dying_(Vocals).flac,when i was done dying,1.000,psychedelic-journey; vocal-prominent; electronic-experimental; energy-weaver; dense-production; intricate; breakdown-rich; wildcard; emotional-rollercoaster; mind-expanding; contemporary-classic; head-nodder; dynamic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/When A Fire Starts To Burn_(Instrumental).flac,when a fire starts to burn,1.000,rhythmic-hypnosis; sophisticated-groove; rhythmic-foundation; spoken-word; contemporary-classic; instant-impact; peak-time; loop-gold; punchy-dynamics; electronic-dance; instant-dancefloor; energy-injector
/Volumes/T7 Shield/3000AD/alldj_stem_separated/When I Was Done Dying_(Instrumental).flac,when i was done dying,1.000,psychedelic-journey; vocal-prominent; electronic-experimental; energy-weaver; dense-production; intricate; breakdown-rich; wildcard; emotional-rollercoaster; mind-expanding; contemporary-classic; head-nodder; dynamic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/When You Die_(Vocals).flac,when you die,1.000,rock-indie; retro-modern; emotional-depth; contrast-element; wildcard; vocal-prominent; warm-analog; indie-cred; energy-weaver; breakdown-rich; emotional-rollercoaster; mood-shifter; lush
/Volumes/T7 Shield/3000AD/alldj_stem_separated/When You Die_(Instrumental).flac,when you die,1.000,rock-indie; retro-modern; emotional-depth; contrast-element; wildcard; vocal-prominent; warm-analog; indie-cred; energy-weaver; breakdown-rich; emotional-rollercoaster; mood-shifter; lush
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Where Did Our Love Go_(Vocals).flac,where did our love go,1.000,nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; body-mover; steady; warm-analog; generational-bridge; short-intro; sing-along-potential; crowd-pleaser; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Where Did Our Love Go_(Instrumental).flac,where did our love go,1.000,nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; body-mover; steady; warm-analog; generational-bridge; short-intro; sing-along-potential; crowd-pleaser; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Where Is The Love_(Vocals).flac,where is the love,1.150,emotional-depth; vocal-magic; cultural-moment; generational-bridge; transition-tool; vocal-prominent; hip-hop-conscious; sing-along-potential; crowd-pleaser; steady; crisp-digital; adds-depth; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Where Is The Love_(Instrumental).flac,where is the love,1.150,emotional-depth; vocal-magic; cultural-moment; generational-bridge; transition-tool; vocal-prominent; hip-hop-conscious; sing-along-potential; crowd-pleaser; steady; crisp-digital; adds-depth; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Where Or When_(Vocals).flac,where or when,1.000,rock-classic; nostalgic-hit; vocal-magic; harmony-rich; warm-analog; boomer-classic; shuffle; palate-cleanser; bridge-element; cool-down; sing-along-potential; tempo-challenging; timeless-classic; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Where Or When_(Instrumental).flac,where or when,1.000,rock-classic; nostalgic-hit; vocal-magic; harmony-rich; warm-analog; boomer-classic; shuffle; palate-cleanser; bridge-element; cool-down; sing-along-potential; tempo-challenging; timeless-classic; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Hop_(Vocals).flac,white hop,1.000,nostalgic-hit; rhythmic-foundation; instrumental; warm-analog; vintage-revival; steady; sustainer; world-fusion; set-opener; layer-friendly; loop-gold; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/While My Guitar Gently Weeps_(Vocals).flac,while my guitar gently weeps ( ),0.923,emotional-depth; vocal-magic; harmonic-surprise; timeless-classic; boomer-classic; slow-burn; emotional-crescendo; rock-classic; harmony-rich; nostalgic-hit; warm-analog; non-danceable-standalone; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/While My Guitar Gently Weeps_(Instrumental).flac,while my guitar gently weeps ( ),0.923,emotional-depth; vocal-magic; harmonic-surprise; timeless-classic; boomer-classic; slow-burn; emotional-crescendo; rock-classic; harmony-rich; nostalgic-hit; warm-analog; non-danceable-standalone; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Hop_(Instrumental).flac,white hop,1.000,nostalgic-hit; rhythmic-foundation; instrumental; warm-analog; vintage-revival; steady; sustainer; world-fusion; set-opener; layer-friendly; loop-gold; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Noise_(Vocals).flac,white noise,1.000,electronic-dance; euphoric-melody; vocal-magic; vocal-prominent; retro-modern; instant-impact; peak-time; rhythmic-foundation; crowd-pleaser; beatmatched-friendly; breakdown-rich; punchy-dynamics; hands-up-moment
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Noise_(Instrumental).flac,white noise,1.000,electronic-dance; euphoric-melody; vocal-magic; vocal-prominent; retro-modern; instant-impact; peak-time; rhythmic-foundation; crowd-pleaser; beatmatched-friendly; breakdown-rich; punchy-dynamics; hands-up-moment
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Rabbit_(Vocals).flac,white rabbit,1.000,nostalgic-hit; vocal-magic; psychedelic-journey; timeless-classic; rock-psychedelic; vocal-prominent; mind-expanding; boomer-classic; bridge-element; slow-burn
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Rabbit_(Instrumental).flac,white rabbit,1.000,nostalgic-hit; vocal-magic; psychedelic-journey; timeless-classic; rock-psychedelic; vocal-prominent; mind-expanding; boomer-classic; bridge-element; slow-burn
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Room_(Vocals).flac,white room,1.000,rock-psychedelic; timeless-classic; slow-burn; vocal-prominent; nostalgic-hit; psychedelic-journey; breakdown-rich; warm-analog; wildcard; creates-tension; tempo-challenging; driving; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Room_(Instrumental).flac,white room,1.000,rock-psychedelic; timeless-classic; slow-burn; vocal-prominent; nostalgic-hit; psychedelic-journey; breakdown-rich; warm-analog; wildcard; creates-tension; tempo-challenging; driving; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Winter Hymnal (1)_(Vocals).flac,white winter hymnal,1.000,emotional-depth; nostalgic-hit; vocal-magic; harmony-rich; folk-modern; generational-bridge; palate-cleanser; cool-down; sunrise; layer-friendly; subtle-nuance; atmospheric-wash; non-danceable-standalone
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Winter Hymnal_(Vocals).flac,white winter hymnal,1.000,emotional-depth; nostalgic-hit; vocal-magic; harmony-rich; folk-modern; generational-bridge; palate-cleanser; cool-down; sunrise; layer-friendly; subtle-nuance; atmospheric-wash; non-danceable-standalone
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Winter Hymnal (1)_(Instrumental).flac,white winter hymnal,1.000,emotional-depth; nostalgic-hit; vocal-magic; harmony-rich; folk-modern; generational-bridge; palate-cleanser; cool-down; sunrise; layer-friendly; subtle-nuance; atmospheric-wash; non-danceable-standalone
/Volumes/T7 Shield/3000AD/alldj_stem_separated/White Winter Hymnal_(Instrumental).flac,white winter hymnal,1.000,emotional-depth; nostalgic-hit; vocal-magic; harmony-rich; folk-modern; generational-bridge; palate-cleanser; cool-down; sunrise; layer-friendly; subtle-nuance; atmospheric-wash; non-danceable-standalone
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Who Could Win A Rabbit_(Vocals).flac,who could win a rabbit,1.000,psychedelic-journey; harmonic-surprise; vocal-magic; wildcard; instant-impact; set-opener; indie-cred; experimental; lo-fi; warm-analog; tempo-challenging; head-nodder; attention-grabber
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Who Loves the Sun_(Vocals).flac,who loves the sun ( ),0.868,nostalgic-hit; vocal-magic; harmony-rich; timeless-classic; warm-analog; lifts-mood; warm-up; layer-friendly; head-nodder; generational-bridge; pop-sophisticated; palate-cleanser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Who Could Win A Rabbit_(Instrumental).flac,who could win a rabbit,1.000,psychedelic-journey; harmonic-surprise; vocal-magic; wildcard; instant-impact; set-opener; indie-cred; experimental; lo-fi; warm-analog; tempo-challenging; head-nodder; attention-grabber
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Who Loves the Sun_(Instrumental).flac,who loves the sun ( ),0.868,nostalgic-hit; vocal-magic; harmony-rich; timeless-classic; warm-analog; lifts-mood; warm-up; layer-friendly; head-nodder; generational-bridge; pop-sophisticated; palate-cleanser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Who's The Blacksheep_(Vocals).flac,who's the blacksheep,1.000,electronic-dance; rhythmic-hypnosis; sophisticated-groove; hypnotic-builder; minimal-space; rhythmic-foundation; layer-friendly; long-intro; breakdown-rich; energy-sustainer; warm-up; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Who's The Blacksheep_(Instrumental).flac,who's the blacksheep,1.000,electronic-dance; rhythmic-hypnosis; sophisticated-groove; hypnotic-builder; minimal-space; rhythmic-foundation; layer-friendly; long-intro; breakdown-rich; energy-sustainer; warm-up; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Why Won't They Talk To Me_(Vocals).flac,why won t they talk to me,1.150,retro-modern; slow-burn; warm-analog; textural-beauty; emotional-depth; indie-cred; lush; head-nodder; layer-friendly; bridge-element; nostalgic-hit; key-adaptable; energy-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wildfires_(Vocals).flac,wildfires,1.000,emotional-depth; vocal-magic; sophisticated-groove; transition-tool; vocal-prominent; contemporary-classic; slow-burn; warm-up; layer-friendly; warm-analog; subtle-nuance; genre-fluid; head-nodder; mood-shifter
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Why Won't They Talk To Me_(Instrumental).flac,why won t they talk to me,1.150,retro-modern; slow-burn; warm-analog; textural-beauty; emotional-depth; indie-cred; lush; head-nodder; layer-friendly; bridge-element; nostalgic-hit; key-adaptable; energy-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wildfires_(Instrumental).flac,wildfires,1.000,emotional-depth; vocal-magic; sophisticated-groove; transition-tool; vocal-prominent; contemporary-classic; slow-burn; warm-up; layer-friendly; warm-analog; subtle-nuance; genre-fluid; head-nodder; mood-shifter
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Willing & Able_(Vocals).flac,willing & able,1.000,electronic-dance; sophisticated-groove; vocal-prominent; vocal-magic; retro-modern; lifts-mood; rhythmic-foundation; layer-friendly; crisp-digital; body-mover; sustainer; breakdown-rich; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Willing & Able_(Instrumental).flac,willing & able,1.000,electronic-dance; sophisticated-groove; vocal-prominent; vocal-magic; retro-modern; lifts-mood; rhythmic-foundation; layer-friendly; crisp-digital; body-mover; sustainer; breakdown-rich; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Windowpane_(Vocals).flac,windowpane,1.000,rock-indie; jazz-influenced; lo-fi; warm-analog; retro-modern; melodic-overlay; slow-burn; head-nodder; subtle-nuance; adds-depth; texture-add; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Windowpane_(Instrumental).flac,windowpane,1.000,rock-indie; jazz-influenced; lo-fi; warm-analog; retro-modern; melodic-overlay; slow-burn; head-nodder; subtle-nuance; adds-depth; texture-add; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Winter Wonderland_(Vocals).flac,winter wonderland,1.000,rock-indie; experimental; instant-impact; indie-cred; wildcard; harmony-rich; dense-production; head-nodder; driving; vocal-magic; energy-shifter; harmonic-surprise
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Winter Wonderland_(Instrumental).flac,winter wonderland,1.000,rock-indie; experimental; instant-impact; indie-cred; wildcard; harmony-rich; dense-production; head-nodder; driving; vocal-magic; energy-shifter; harmonic-surprise
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Winters Love_(Vocals).flac,winters love,1.000,rock-indie; experimental; textural-beauty; rhythmic-hypnosis; harmony-rich; layer-friendly; bridge-element; warm-analog; slow-burn; sunrise; meditation-inducer; indie-cred; needs-layering
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Winters Love_(Instrumental).flac,winters love,1.000,rock-indie; experimental; textural-beauty; rhythmic-hypnosis; harmony-rich; layer-friendly; bridge-element; warm-analog; slow-burn; sunrise; meditation-inducer; indie-cred; needs-layering
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wish I Didn't Miss You_(Vocals).flac,wish i didn t miss you ( ),0.945,emotional-depth; vocal-magic; nostalgic-hit; sophisticated-groove; emotional-crescendo; vocal-prominent; retro-modern; adds-depth; slow-burn; warm-up; layer-friendly; warm-analog; millennial-comfort; head-nodder; fade-outro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wish You Were Here_(Vocals).flac,wish you were here,1.000,nostalgic-hit; emotional-depth; textural-beauty; vocal-prominent; timeless-classic; cool-down; comedown; layer-friendly; warm-analog; boomer-classic; rock-classic; non-danceable-standalone; long-intro; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wish I Didn't Miss You_(Instrumental).flac,wish i didn t miss you ( ),0.945,emotional-depth; vocal-magic; nostalgic-hit; sophisticated-groove; emotional-crescendo; vocal-prominent; retro-modern; adds-depth; slow-burn; warm-up; layer-friendly; warm-analog; millennial-comfort; head-nodder; fade-outro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Wish You Were Here_(Instrumental).flac,wish you were here,1.000,nostalgic-hit; emotional-depth; textural-beauty; vocal-prominent; timeless-classic; cool-down; comedown; layer-friendly; warm-analog; boomer-classic; rock-classic; non-danceable-standalone; long-intro; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Without Me_(Vocals).flac,without me ( ),0.683,hip-hop-conscious; nostalgic-hit; vocal-prominent; cultural-moment; instant-impact; crowd-pleaser; wildcard; funny; dopamine; energetic; timeless-classic; millennial-comfort; mainstream-crossover; attention-grabber; crisp-digital
/Volumes/T7 Shield/3000AD/alldj_stem_separated/With A Little Help From My Friends_(Vocals).flac,with a little help from my friends ( ),0.928,rock-classic; timeless-classic; boomer-classic; nostalgic-hit; vocal-prominent; harmony-rich; crowd-pleaser; sing-along-potential; instant-impact; steady; warm-analog; anchor-track; lifts-mood; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/With A Little Help From My Friends_(Instrumental).flac,with a little help from my friends ( ),0.928,rock-classic; timeless-classic; boomer-classic; nostalgic-hit; vocal-prominent; harmony-rich; crowd-pleaser; sing-along-potential; instant-impact; steady; warm-analog; anchor-track; lifts-mood; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Without Me_(Instrumental).flac,without me ( ),0.683,hip-hop-conscious; nostalgic-hit; vocal-prominent; cultural-moment; instant-impact; crowd-pleaser; wildcard; funny; dopamine; energetic; timeless-classic; millennial-comfort; mainstream-crossover; attention-grabber; crisp-digital
